Android activity manager . ||| অ্যান্ড্রয়েড অ্যাক্টিভিটি ম্যানেজার।
A person ’ s sexual wish or hormone rate influences their sexual excitement , sexual practice , health and mentality . ||| কারো যৌন ইচ্ছা বা হরমোনের মাত্রা তা যৌন উত্তেজনা যৌন অভ্যাস স্বাস্থ্য এবং দৃষ্টিভঙ্গিকে প্রভাবিত করে।
The sexual urge or the quantity of sex hormone in one person can influence to one 's sexual excitement , behavior , health and outlooks . ||| কারো যৌন ইচ্ছা বা হরমোনের মাত্রা তা যৌন উত্তেজনা যৌন অভ্যাস স্বাস্থ্য এবং দৃষ্টিভঙ্গিকে প্রভাবিত করে।
Orgasm is considered as beneficial to body . ||| অর্গাজম বা রাগমোচনকে শরীরের জন্য উপকারী হিসেবে বিবেচনা করা হয়।
Orgasm is considered as useful for the body . ||| অর্গাজম বা রাগমোচনকে শরীরের জন্য উপকারী হিসেবে বিবেচনা করা হয়।
Main articles : History of Bangladesh and History of Bengal ||| অর্গাজম বা রাগমোচনকে শরীরের জন্য উপকারী হিসেবে বিবেচনা করা হয়।
Orgasm or female ejaculation is considered to be beneficial for the body . ||| অর্গাজম বা রাগমোচনকে শরীরের জন্য উপকারী হিসেবে বিবেচনা করা হয়।
From this incident it is assumed that man was familiar with unnatural sexual practices right from the ancient age . ||| এ থেকে ধারণা করার হয় অপ্রাকৃতিক যৌন আচরণের সাথে মানুষের পরিচয় প্রাচীন যুগ থেকেই।
It is assumed that , humans are familiar with unnatural sexual activities from the ancient era . ||| এ থেকে ধারণা করার হয় অপ্রাকৃতিক যৌন আচরণের সাথে মানুষের পরিচয় প্রাচীন যুগ থেকেই।
from this we can imagine that unusual sex is known to human from historic time ||| এ থেকে ধারণা করার হয় অপ্রাকৃতিক যৌন আচরণের সাথে মানুষের পরিচয় প্রাচীন যুগ থেকেই।
From this it is thought that men knew the sexual processes that are not natural from the ancient age . ||| এ থেকে ধারণা করার হয় অপ্রাকৃতিক যৌন আচরণের সাথে মানুষের পরিচয় প্রাচীন যুগ থেকেই।
Informations ||| তথ্যসূত্র
Information source ||| তথ্যসূত্র
information chain ||| তথ্যসূত্র
References ||| তথ্যসূত্র
The important aspects of Java . ||| জাভার গুরুত্বপূর্ণ দিকগুলো
Important aspects of Java ||| জাভার গুরুত্বপূর্ণ দিকগুলো
The important areas of Java ||| জাভার গুরুত্বপূর্ণ দিকগুলো
The Important Aspects of Java ||| জাভার গুরুত্বপূর্ণ দিকগুলো
How does java program work ? ||| জাভা প্রোগ্রাম কিভাবে কাজ করে
How does Java program work ||| জাভা প্রোগ্রাম কিভাবে কাজ করে
. ||| জাভা প্রোগ্রাম কিভাবে কাজ করে
How Java program works ||| জাভা প্রোগ্রাম কিভাবে কাজ করে
There is a separate language protocol for these in Java . ||| জাভাতে এগুলোর জন্য আলাদা বাক্যরীতি রয়েছে।
There are other languages for these in Java . ||| জাভাতে এগুলোর জন্য আলাদা বাক্যরীতি রয়েছে।
There has some different rule for Java . ||| জাভাতে এগুলোর জন্য আলাদা বাক্যরীতি রয়েছে।
They have separate syntax for them in Java . ||| জাভাতে এগুলোর জন্য আলাদা বাক্যরীতি রয়েছে।
Scientific prove says that the age of the earth is 4.54 billion . ||| বৈজ্ঞানিক প্রমাণাদি থেকে জানা গেছে ৪.৫৪ বিলিয়ন বছর পূর্বে পৃথিবীর জন্ম হয়েছে।
It has been found from the scientific evidences that the earth was created around 4.54 billion of years age . ||| বৈজ্ঞানিক প্রমাণাদি থেকে জানা গেছে ৪.৫৪ বিলিয়ন বছর পূর্বে পৃথিবীর জন্ম হয়েছে।
From the scientist research and proof it is known that Earth borned . ||| বৈজ্ঞানিক প্রমাণাদি থেকে জানা গেছে ৪.৫৪ বিলিয়ন বছর পূর্বে পৃথিবীর জন্ম হয়েছে।
It is known from scientific evidence that the planet was formed 4.54 billion years ago . ||| বৈজ্ঞানিক প্রমাণাদি থেকে জানা গেছে ৪.৫৪ বিলিয়ন বছর পূর্বে পৃথিবীর জন্ম হয়েছে।
Image of world taken from satellite got from Wikipedia ||| উইকিম্যাপিয়ার মাধ্যমে কৃত্রিম উপগ্রহ থেকে প্রাপ্ত পৃথিবীর চিত্র
The picture of the earth through Wikimapia as received from the artificial satellite ||| উইকিম্যাপিয়ার মাধ্যমে কৃত্রিম উপগ্রহ থেকে প্রাপ্ত পৃথিবীর চিত্র
An image of the Earth is obtained by an artificial satellite through WikiMapia ||| উইকিম্যাপিয়ার মাধ্যমে কৃত্রিম উপগ্রহ থেকে প্রাপ্ত পৃথিবীর চিত্র
Photograph of the earth obtained from artificial satellite through Wikimapia . ||| উইকিম্যাপিয়ার মাধ্যমে কৃত্রিম উপগ্রহ থেকে প্রাপ্ত পৃথিবীর চিত্র
Nazrul was a Bengali poet , author , musician , journalist , politician and an army person who pioneered poetic works espousing intense spiritual rebellion against fascism and oppression ||| একাধারে কবি সাহিত্যিক সংগীতজ্ঞ সাংবাদিক রাজনীতিবিদ এবং সৈনিক হিসেবে অন্যায় ও অবিচারের বিরুদ্ধে নজরুল সর্বদাই ছিলেন সোচ্চার।
Nazrul was always active against injustice and wrong doing as a poet , littérateur , singer , journalist , politician and soldier . ||| একাধারে কবি সাহিত্যিক সংগীতজ্ঞ সাংবাদিক রাজনীতিবিদ এবং সৈনিক হিসেবে অন্যায় ও অবিচারের বিরুদ্ধে নজরুল সর্বদাই ছিলেন সোচ্চার।
Najrul was always active against impropriety and injustice as an poet , writer , singer , journalist , diplomatic and army . ||| একাধারে কবি সাহিত্যিক সংগীতজ্ঞ সাংবাদিক রাজনীতিবিদ এবং সৈনিক হিসেবে অন্যায় ও অবিচারের বিরুদ্ধে নজরুল সর্বদাই ছিলেন সোচ্চার।
Nazrul was always in protest against unfairness and injustice as a poet , Musician , journalist , politician and soldier . ||| একাধারে কবি সাহিত্যিক সংগীতজ্ঞ সাংবাদিক রাজনীতিবিদ এবং সৈনিক হিসেবে অন্যায় ও অবিচারের বিরুদ্ধে নজরুল সর্বদাই ছিলেন সোচ্চার।
At this time he appears to be on the direct fight against British raj . ||| এসময় তিনি ব্রিটিশ রাজের বিরুদ্ধে প্রত্যক্ষ সংগ্রামে অবতীর্ণ হন।
At this time he started revolt with British rule face to face . ||| এসময় তিনি ব্রিটিশ রাজের বিরুদ্ধে প্রত্যক্ষ সংগ্রামে অবতীর্ণ হন।
At this time he came down to directly gight with the British ruler . ||| এসময় তিনি ব্রিটিশ রাজের বিরুদ্ধে প্রত্যক্ষ সংগ্রামে অবতীর্ণ হন।
Once he became involbed in a direct battle against the British rule . ||| এসময় তিনি ব্রিটিশ রাজের বিরুদ্ধে প্রত্যক্ষ সংগ্রামে অবতীর্ণ হন।
Najrul wrote almost 3000 song and he sang some of them those are called as Najrul song and those are very famous . ||| নজরুল প্রায় ৩০০০ গান রচনা এবং সুর করেছেন যেগুলো এখন নজরুল সঙ্গীত বা নজরুল গীতি নামে পরিচিত এবং বিশেষ জনপ্রিয়।
Nazrul wrote and composed nearly 3000 songs , which are now known as “ Nazrul Sangeet ” or “ Nazrul Geeti ” and widely popular . ||| নজরুল প্রায় ৩০০০ গান রচনা এবং সুর করেছেন যেগুলো এখন নজরুল সঙ্গীত বা নজরুল গীতি নামে পরিচিত এবং বিশেষ জনপ্রিয়।
Nazrul wrote and composed almost 3000 songs which are now known as `` '' Nazrul Geeti '' '' and hugely popular . ||| নজরুল প্রায় ৩০০০ গান রচনা এবং সুর করেছেন যেগুলো এখন নজরুল সঙ্গীত বা নজরুল গীতি নামে পরিচিত এবং বিশেষ জনপ্রিয়।
Najrul has written and given voice in approximately 5000 songs and this are famous with the name of Najrul 's songs or `` '' Najrul Geeti '' '' . ||| নজরুল প্রায় ৩০০০ গান রচনা এবং সুর করেছেন যেগুলো এখন নজরুল সঙ্গীত বা নজরুল গীতি নামে পরিচিত এবং বিশেষ জনপ্রিয়।
.Churulia village is located within Jamuria police station in Asansole sub-division . ||| চুরুলিয়া গ্রামটি আসানসোল মহকুমার জামুরিয়া থানায় অবস্থিত।
Churulia village is located at Zamuria thana in Asansol zilla . ||| চুরুলিয়া গ্রামটি আসানসোল মহকুমার জামুরিয়া থানায় অবস্থিত।
the Churuliya village is situated in Asansol 's Jamuria Police Station area . ||| চুরুলিয়া গ্রামটি আসানসোল মহকুমার জামুরিয়া থানায় অবস্থিত।
The village Churulia is located in Jamuria Police Station under Asansol Subdivision . ||| চুরুলিয়া গ্রামটি আসানসোল মহকুমার জামুরিয়া থানায় অবস্থিত।
haji started working both as a security guard for grave of paloan and as muezzin of mosque . ||| একই সাথে হাজী পালোয়ানের কবরের সেবক এবং মসজিদের মুয়াজ্জিন ( আযান দাতা ) হিসেবে কাজ শুরু করেন।
At the same he started to work as a volunteer in the burial place of Haji Palwan and the muezzin at the mosque ( delivering the Azan ) . ||| একই সাথে হাজী পালোয়ানের কবরের সেবক এবং মসজিদের মুয়াজ্জিন ( আযান দাতা ) হিসেবে কাজ শুরু করেন।
He started working together as a servant of Haji Palawan 's tomb and a muezzin ( who announces the hours of prayer from a minaret ) of masque . ||| একই সাথে হাজী পালোয়ানের কবরের সেবক এবং মসজিদের মুয়াজ্জিন ( আযান দাতা ) হিসেবে কাজ শুরু করেন।
He started to work simultaneously as a servant to the grave of Haji Pahalwan and as the Muajjin ( the man who utters the Ajan ( Muslim prayers ) ) of a Mosque . ||| একই সাথে হাজী পালোয়ানের কবরের সেবক এবং মসজিদের মুয়াজ্জিন ( আযান দাতা ) হিসেবে কাজ শুরু করেন।
He used to travel with this group to different places , learn acting with them and write songs and poems for their plays . ||| এই দলের সাথে তিনি বিভিন্ন স্থানে যেতেন তাদের সাথে অভিনয় শিখতেন এবং তাদের নাটকের জন্য গান ও কবিতা লিখতেন।
He used to visit different places with this group and learnt acting from them and wrote songs and poems for them . ||| এই দলের সাথে তিনি বিভিন্ন স্থানে যেতেন তাদের সাথে অভিনয় শিখতেন এবং তাদের নাটকের জন্য গান ও কবিতা লিখতেন।
With this team he used to travel a lot of places , learned acting and also wrote songs and poetry for their drama . ||| এই দলের সাথে তিনি বিভিন্ন স্থানে যেতেন তাদের সাথে অভিনয় শিখতেন এবং তাদের নাটকের জন্য গান ও কবিতা লিখতেন।
He visited many place with this team , he learned acting with them and sang songs and wrote poem for them . ||| এই দলের সাথে তিনি বিভিন্ন স্থানে যেতেন তাদের সাথে অভিনয় শিখতেন এবং তাদের নাটকের জন্য গান ও কবিতা লিখতেন।
Thereafter he got admitted in Mathrun High English School that subsequently became known as Nabincharndra Institution . ||| এর পর ভর্তি হন মাথরুন উচ্চ ইংরেজি স্কুলে যা পরবর্তীতে নবীনচন্দ্র ইনস্টিটিউশন নামে পরিচিতি লাভ করে।
Next , he was admitted in the Mathrun English High School which was subsequently known as Nabinchandra Institution . ||| এর পর ভর্তি হন মাথরুন উচ্চ ইংরেজি স্কুলে যা পরবর্তীতে নবীনচন্দ্র ইনস্টিটিউশন নামে পরিচিতি লাভ করে।
After this he took admission in Mathrun High School , which later became to be known as Nabinchandra Institution . ||| এর পর ভর্তি হন মাথরুন উচ্চ ইংরেজি স্কুলে যা পরবর্তীতে নবীনচন্দ্র ইনস্টিটিউশন নামে পরিচিতি লাভ করে।
After this got admitted in Mathur High English School which was later named as Nabinchandra Institution . ||| এর পর ভর্তি হন মাথরুন উচ্চ ইংরেজি স্কুলে যা পরবর্তীতে নবীনচন্দ্র ইনস্টিটিউশন নামে পরিচিতি লাভ করে।
He enrolled Nazrul in the seventh class of the Darirampur School in Trishal , Mymensingh District , in the year 1914 . ||| তিনিই নজরুলকে ১৯১৪ খ্রিস্টাব্দে ময়মনসিংহ জেলার ত্রিশালের দরিরামপুর স্কুলে সপ্তম শ্রেণীতে ভর্তি করে দেন।
HE ADMITTED `` '' NAZRUL '' '' IN THE 7TH STANDARD IN THE YEAR 1914 , THE SCHOOL WAS `` '' TIRSAL DARIRAMPORE '' '' SITUATED IN THE `` '' MAYANMANSINGHA '' '' DISTRICT . ||| তিনিই নজরুলকে ১৯১৪ খ্রিস্টাব্দে ময়মনসিংহ জেলার ত্রিশালের দরিরামপুর স্কুলে সপ্তম শ্রেণীতে ভর্তি করে দেন।
In 1914 he only admitted Nazrul to class seven of ‘ Darirampur School ’ in Trishal of Mymensingh District . ||| তিনিই নজরুলকে ১৯১৪ খ্রিস্টাব্দে ময়মনসিংহ জেলার ত্রিশালের দরিরামপুর স্কুলে সপ্তম শ্রেণীতে ভর্তি করে দেন।
It he who admitted Nazrul to class VII of Darirampur School at Trisal in Mymensingh district . ||| তিনিই নজরুলকে ১৯১৪ খ্রিস্টাব্দে ময়মনসিংহ জেলার ত্রিশালের দরিরামপুর স্কুলে সপ্তম শ্রেণীতে ভর্তি করে দেন।
After the training was over he started to spend his life in the Karachi Army base as a soldier . ||| প্রশিক্ষণ শেষে করাচি সেনানিবাসে সৈনিক জীবন কাটাতে শুরু করেন।
After finishing his study he started to spend his life as a soldier . ||| প্রশিক্ষণ শেষে করাচি সেনানিবাসে সৈনিক জীবন কাটাতে শুরু করেন।
After training he starts spending his soldier life in Karachi barracks . ||| প্রশিক্ষণ শেষে করাচি সেনানিবাসে সৈনিক জীবন কাটাতে শুরু করেন।
After the end of the training he started living his life in the army quarters of Karachi . ||| প্রশিক্ষণ শেষে করাচি সেনানিবাসে সৈনিক জীবন কাটাতে শুরু করেন।
when he was a soldier he took part in 1st world war ||| সৈনিক থাকা অবস্থায় তিনি প্রথম বিশ্বযুদ্ধে অংশ নেন।
He took part in the First World War when he was a soldier . ||| সৈনিক থাকা অবস্থায় তিনি প্রথম বিশ্বযুদ্ধে অংশ নেন।
When he was a solder he took part in the 1st world war . ||| সৈনিক থাকা অবস্থায় তিনি প্রথম বিশ্বযুদ্ধে অংশ নেন।
He took part in the first world war when he was a soldier . ||| সৈনিক থাকা অবস্থায় তিনি প্রথম বিশ্বযুদ্ধে অংশ নেন।
Among these are the novel `` '' Bandhan Hara '' '' and the poem `` '' Kabita Bodhan '' '' , `` '' Shat Il Arab '' '' , `` '' Badal Prater Sharab '' '' , `` '' Agamoni '' '' , `` '' Kheya Parer Tarani '' '' , `` '' Quebani '' '' , Muharamr '' '' , `` '' Fateh -I- Doazadam '' '' ||| এর মধ্যে রয়েছে উপন্যাস বাঁধন হারা এবং কবিতা বোধন শাত-ইল-আরব বাদল প্রাতের শরাব আগমনী খেয়া-পারের তরণী কোরবানি মোহরর্‌ম ফাতেহা-ই-দোয়াজ্‌দম্‌।
These include the novel 'Bandhan hara ' and the poems 'Bodhan ' , 'Shat-il-Arab ' , 'Badal Prater Sharab ' , 'Agomoni ' , 'Kheya-Parer Tarani ' , 'Korbani ' , 'Moharram ' and 'Fateha-i-Doajdam ' . ||| এর মধ্যে রয়েছে উপন্যাস বাঁধন হারা এবং কবিতা বোধন শাত-ইল-আরব বাদল প্রাতের শরাব আগমনী খেয়া-পারের তরণী কোরবানি মোহরর্‌ম ফাতেহা-ই-দোয়াজ্‌দম্‌।
Among these there is Bandhan ( Tie ) , a novel and poems such as Bodhan ( the awakening ) , Shat-El-Arab , Badal Prater Sharab ( the wine in a rainy morning ) , Agamani ( of arrival ) , Kheya Parer Tarani ( the boat to sail across ) , Korbani ( the sacrifice ) , Muharram ( festival of the Muslims ) , Fateh-E-Dwadjam . ||| এর মধ্যে রয়েছে উপন্যাস বাঁধন হারা এবং কবিতা বোধন শাত-ইল-আরব বাদল প্রাতের শরাব আগমনী খেয়া-পারের তরণী কোরবানি মোহরর্‌ম ফাতেহা-ই-দোয়াজ্‌দম্‌।
In this there are novel Bandhan-hara and poems such as 'Bodhan ' , 'Shat-il-Arab ' , 'Badal Prater Sharab ' , 'Agamani ' , 'Kheya-parer Tarani ' , 'Korbani ' , 'Moharram ' and 'Fateha-i-Doazdaham ' . ||| এর মধ্যে রয়েছে উপন্যাস বাঁধন হারা এবং কবিতা বোধন শাত-ইল-আরব বাদল প্রাতের শরাব আগমনী খেয়া-পারের তরণী কোরবানি মোহরর্‌ম ফাতেহা-ই-দোয়াজ্‌দম্‌।
The editor of this newspaper , published in the background of Non-cooperation and Khilafat movements , was Sher-e-Bangla Fazlul Haq . ||| অসহযোগ ও খিলাফত আন্দোলনের প্রেক্ষাপটে প্রকাশিত এই পত্রিকার সম্পাদক ছিলেন শেরে-বাংলা এ.কে . ফজলুল হক।
The editor for this magazine , published in backdrop of non cooperation and Khilafat , was Sher-e-Bangla A.K.Fazlul Haq ||| অসহযোগ ও খিলাফত আন্দোলনের প্রেক্ষাপটে প্রকাশিত এই পত্রিকার সম্পাদক ছিলেন শেরে-বাংলা এ.কে . ফজলুল হক।
Sher-e-Bangla A.K . Fazlul Huq was the editor of this newspaper , which was published on the basis of Non-cooperation movement and Khilafat movement . ||| অসহযোগ ও খিলাফত আন্দোলনের প্রেক্ষাপটে প্রকাশিত এই পত্রিকার সম্পাদক ছিলেন শেরে-বাংলা এ.কে . ফজলুল হক।
In the base of Non-cooperation or Khilafat movement this paper was published by Bengal 's A.K . Fajul Hawk . ||| অসহযোগ ও খিলাফত আন্দোলনের প্রেক্ষাপটে প্রকাশিত এই পত্রিকার সম্পাদক ছিলেন শেরে-বাংলা এ.কে . ফজলুল হক।
His first song was published in the Baishakh number of 1327 Bengali year of 'Saugat ' magazine ' ||| সওগাত পত্রিকার ১৩২৭ বঙ্গাব্দের বৈশাখ সংখ্যায় তার প্রথম গান প্রকাশিত হয়।
his first song was published in sangat magazines baisakh 1327 ( bengali year ) print ||| সওগাত পত্রিকার ১৩২৭ বঙ্গাব্দের বৈশাখ সংখ্যায় তার প্রথম গান প্রকাশিত হয়।
His first song was published in Saogat magazine Boishakh edition in 1327 Bengali years . ||| সওগাত পত্রিকার ১৩২৭ বঙ্গাব্দের বৈশাখ সংখ্যায় তার প্রথম গান প্রকাশিত হয়।
His first song was published in the Boishakhi edition of Sougaat magazine in the Bengali calendar year of 1327 . ||| সওগাত পত্রিকার ১৩২৭ বঙ্গাব্দের বৈশাখ সংখ্যায় তার প্রথম গান প্রকাশিত হয়।
Revolutionary poet Nazrul ||| বিদ্রোহী নজরুল
Revolutionist Najrul ||| বিদ্রোহী নজরুল
Revolting Nazrul ||| বিদ্রোহী নজরুল
Rebellious Nazrul ||| বিদ্রোহী নজরুল
Give alms ||| ভিক্ষা দাও !
Give beg ! ||| ভিক্ষা দাও !
Give me alms ! ||| ভিক্ষা দাও !
Give alms ! ||| ভিক্ষা দাও !
Rabindranath Thakur to bless this magazine wrote ||| এই পত্রিকাকে আশীর্বাদ করে রবীন্দ্রনাথ ঠাকুর লিখেছিলেন
Rabindranath Tagore blessed this magazine and told : ||| এই পত্রিকাকে আশীর্বাদ করে রবীন্দ্রনাথ ঠাকুর লিখেছিলেন
Rabindranath , by blessing this magazine , had written ||| এই পত্রিকাকে আশীর্বাদ করে রবীন্দ্রনাথ ঠাকুর লিখেছিলেন
.Rabindranath Tagore wrote a benedictory message to this paper . ||| এই পত্রিকাকে আশীর্বাদ করে রবীন্দ্রনাথ ঠাকুর লিখেছিলেন
On 16th January after judgment , Nazrul was punished with one year imprisonment . ||| ১৬ জানুয়ারি বিচারের পর নজরুলকে এক বছরের সশ্রম কারাদণ্ডে দণ্ডিত করা হয়।
nejrul has been punished with one year imprisonment afterthe judgment of 16th january . ||| ১৬ জানুয়ারি বিচারের পর নজরুলকে এক বছরের সশ্রম কারাদণ্ডে দণ্ডিত করা হয়।
Nazrul was sentenced for year in prison with work after the trial on January 16 . ||| ১৬ জানুয়ারি বিচারের পর নজরুলকে এক বছরের সশ্রম কারাদণ্ডে দণ্ডিত করা হয়।
Nazrul was sentenced for one year imprisonment after the trial on 16th January . ||| ১৬ জানুয়ারি বিচারের পর নজরুলকে এক বছরের সশ্রম কারাদণ্ডে দণ্ডিত করা হয়।
After that he was treated with Homeopathy and Ayurvedic system of treatment . ||| এরপর তাকে মূলত হোমিওপ্যাথি এবং আয়ুর্বেদিক চিকিৎসা করানো হয়।
After that he was mainly treated with Homeopathy and Ayurvedic treatment . ||| এরপর তাকে মূলত হোমিওপ্যাথি এবং আয়ুর্বেদিক চিকিৎসা করানো হয়।
After that he was treated in Homeopathic and Ayurvedic . ||| এরপর তাকে মূলত হোমিওপ্যাথি এবং আয়ুর্বেদিক চিকিৎসা করানো হয়।
After this he was treated by Homeopathic and Ayurveda medical treatment . ||| এরপর তাকে মূলত হোমিওপ্যাথি এবং আয়ুর্বেদিক চিকিৎসা করানো হয়।
The poet was in Ranchi for four months . ||| কবি চার মাস রাঁচিতে ছিলেন।
Poet was in Ranchi for four months . ||| কবি চার মাস রাঁচিতে ছিলেন।
the poet was in ranchi for 4 months . ||| কবি চার মাস রাঁচিতে ছিলেন।
The poet was in Ranchi for four months . ||| কবি চার মাস রাঁচিতে ছিলেন।
Both the group had conceded that the primary treatment of the disease was very insufficient and inadequate . ||| উভয় গ্রুপই এই ব্যাপারে একমত হয়েছিল যে রোগের প্রাথমিক পর্যায়ের চিকিৎসা ছিল খুবই অপ্রতুল ও অপর্যাপ্ত।
Both the groups agreed on this matter that the treatment at the primary level was insufficient . ||| উভয় গ্রুপই এই ব্যাপারে একমত হয়েছিল যে রোগের প্রাথমিক পর্যায়ের চিকিৎসা ছিল খুবই অপ্রতুল ও অপর্যাপ্ত।
Both parties agreed with the issue that , at the primary stage of the diseases , treatment was very rare and insufficient . ||| উভয় গ্রুপই এই ব্যাপারে একমত হয়েছিল যে রোগের প্রাথমিক পর্যায়ের চিকিৎসা ছিল খুবই অপ্রতুল ও অপর্যাপ্ত।
Both group told that treatment during the primary stage was not sufficient . ||| উভয় গ্রুপই এই ব্যাপারে একমত হয়েছিল যে রোগের প্রাথমিক পর্যায়ের চিকিৎসা ছিল খুবই অপ্রতুল ও অপর্যাপ্ত।
As per the decision of poet ’ s well wishes , he had been admitted under Dr. Hans Hoff in Vienna . ||| কবির শুভাকাঙ্খীদের সিদ্ধান্ত মোতাবেক তাকে ভিয়েনার চিকিৎসক ডঃ হ্যান্স হফের অধীনে ভর্তি করানো হয়।
As per the opinion of the well wishers of the poet , he was admitted under the treatment of Hans Hoff , a doctor of Vienna . ||| কবির শুভাকাঙ্খীদের সিদ্ধান্ত মোতাবেক তাকে ভিয়েনার চিকিৎসক ডঃ হ্যান্স হফের অধীনে ভর্তি করানো হয়।
ACCORDING TO THE DECISIONS TAKEN BY THE WELL WISHERS OF THE POET , HE WAS ADMITTED UNDER THE SUPERVISION OF DOCTOR `` '' HAYANS HOFF ' OF VIENA . ||| কবির শুভাকাঙ্খীদের সিদ্ধান্ত মোতাবেক তাকে ভিয়েনার চিকিৎসক ডঃ হ্যান্স হফের অধীনে ভর্তি করানো হয়।
According to the decision of relative poet was admitted under Dr.Hanes Hof . ||| কবির শুভাকাঙ্খীদের সিদ্ধান্ত মোতাবেক তাকে ভিয়েনার চিকিৎসক ডঃ হ্যান্স হফের অধীনে ভর্তি করানো হয়।
Soon after this chief minister of West Bengal , Dr Bidhan Chandra Roy went to Vienna and had a detailed discussion with from Dr. Hans Hoff . ||| এর পরপরই পশ্চিমবঙ্গের মুখ্যমন্ত্রী ডঃ বিধান চন্দ্র রায় ভিয়েনা যান এবং ড . হ্যান্স হফের কাছে বিস্তারিত শোনেন।
Soon after this , the chief minister of West Bengal Dr. Bidhan Chandra Roy went to Vienna and listened in detail to everything from Dr. Hans Hoff . ||| এর পরপরই পশ্চিমবঙ্গের মুখ্যমন্ত্রী ডঃ বিধান চন্দ্র রায় ভিয়েনা যান এবং ড . হ্যান্স হফের কাছে বিস্তারিত শোনেন।
After this West Bengal chief minister Dr. Bidhan Chandra Ray went to Vienna and hear the details from Dr. Hanes . ||| এর পরপরই পশ্চিমবঙ্গের মুখ্যমন্ত্রী ডঃ বিধান চন্দ্র রায় ভিয়েনা যান এবং ড . হ্যান্স হফের কাছে বিস্তারিত শোনেন।
Soon after that the Chief Minister of West Bengal , Dr. Bidhan Chandran Roy went to Vienna and listened to Dr. Hans Hoff thoroughly . ||| এর পরপরই পশ্চিমবঙ্গের মুখ্যমন্ত্রী ডঃ বিধান চন্দ্র রায় ভিয়েনা যান এবং ড . হ্যান্স হফের কাছে বিস্তারিত শোনেন।
on 29th febuary ( laep year ) he was awarded the `` '' EKUSHEY ( 21 ) '' '' award ||| একই বছরের ২১ ফেব্রুয়ারিতে তাকে একুশে পদকে ভূষিত করা হয়।
He was honored with 21st award on 21st february . ||| একই বছরের ২১ ফেব্রুয়ারিতে তাকে একুশে পদকে ভূষিত করা হয়।
The same year , on 25th February he was honored with the `` '' Ekushe Padak '' '' ||| একই বছরের ২১ ফেব্রুয়ারিতে তাকে একুশে পদকে ভূষিত করা হয়।
On 21st January of the same year he was awarded with ‘ Ekushey Padak ’ . ||| একই বছরের ২১ ফেব্রুয়ারিতে তাকে একুশে পদকে ভূষিত করা হয়।
In his last right , '' '' Namaj '' '' ( prayer ) 10,000 people gathered at the sight . ||| তার জানাজার নামাযে ১০ হাজারের মত মানুষ অংশ নেয়।
Around 10 thousands of people took part in the Namaz ( prayer ) of his janaza ( funeral ceremony ) . ||| তার জানাজার নামাযে ১০ হাজারের মত মানুষ অংশ নেয়।
Around 10 thousand people joined this funeral . ||| তার জানাজার নামাযে ১০ হাজারের মত মানুষ অংশ নেয়।
In his prayer of Janaja about 10 thousand peoples participated . ||| তার জানাজার নামাযে ১০ হাজারের মত মানুষ অংশ নেয়।
Another famous poem of this time is Kamal Pasha . ||| একই সময় রচিত আরেকটি বিখ্যাত কবিতা হচ্ছে কামাল পাশা।
On the same time another famous poem is Kamal Pasa . ||| একই সময় রচিত আরেকটি বিখ্যাত কবিতা হচ্ছে কামাল পাশা।
The another famous piece of poetry that was written at the same time is Kamal Pasha ||| একই সময় রচিত আরেকটি বিখ্যাত কবিতা হচ্ছে কামাল পাশা।
The another famous poem written at this time is “ Kamal Pasha ” ||| একই সময় রচিত আরেকটি বিখ্যাত কবিতা হচ্ছে কামাল পাশা।
The first writings of Najrul was `` '' Baunduler Aatmakahini '' '' . ||| নজরুলের প্রথম গদ্য রচনা ছিল বাউণ্ডুলের আত্মকাহিনী।
First literature of Najrul was `` '' Bounduler Atmakahini '' '' . ||| নজরুলের প্রথম গদ্য রচনা ছিল বাউণ্ডুলের আত্মকাহিনী।
The first essay written by Nazrul was `` '' Bounduler Atta-kahini '' '' ||| নজরুলের প্রথম গদ্য রচনা ছিল বাউণ্ডুলের আত্মকাহিনী।
The first prose creation of Nazrul was ' '' '' Baunduler Atmakahini '' '' ( `` '' Life of a Vagabond '' '' ) . ||| নজরুলের প্রথম গদ্য রচনা ছিল বাউণ্ডুলের আত্মকাহিনী।
Muzaffar Ahmed was the pioneers of communist movement in this country . ||| মুজফ্‌ফর আহমদ ছিলেন এদেশে সমাজতান্ত্রিক আন্দোলন প্রতিষ্ঠার অগ্রদূত।
Muzaffar Ahmad was the pioneer of the foundation of the socialistic movement in this country . ||| মুজফ্‌ফর আহমদ ছিলেন এদেশে সমাজতান্ত্রিক আন্দোলন প্রতিষ্ঠার অগ্রদূত।
Mujjaffar Ahmed was a pioneer of socialist movement in this country . ||| মুজফ্‌ফর আহমদ ছিলেন এদেশে সমাজতান্ত্রিক আন্দোলন প্রতিষ্ঠার অগ্রদূত।
Muzaffar Ahmed was the leader of the foundation of the socialistic movement in this country . ||| মুজফ্‌ফর আহমদ ছিলেন এদেশে সমাজতান্ত্রিক আন্দোলন প্রতিষ্ঠার অগ্রদূত।
